,Category,Current Channel,Current Video,Current Views,Next Channel,Amount,CHANNEL_TITLE,Next Category
5749,SocialJustice,Mic,"Lady Bunny breaks down the difference between ""Drag Race"" and the world of drag",527109,Shaughn P. Strait,1,,
5750,SocialJustice,Mic,"Lady Bunny breaks down the difference between ""Drag Race"" and the world of drag",527109,BUILD Series,1,,
5751,SocialJustice,Mic,"Lady Bunny breaks down the difference between ""Drag Race"" and the world of drag",527109,Ratapus,1,,
5752,SocialJustice,TVO Docs,The Art of the Possible | A TVO Original Documentary,354,TVO Docs,1,TVO Docs,SocialJustice
5753,SocialJustice,TVO Docs,The Art of the Possible | A TVO Original Documentary,354,ReaganFoundation,1,,
5754,SocialJustice,TVO Docs,The Art of the Possible | A TVO Original Documentary,354,The New School,2,,
5755,SocialJustice,TVO Docs,The Art of the Possible | A TVO Original Documentary,354,K-State College of Education,1,,
5756,SocialJustice,TVO Docs,The Art of the Possible | A TVO Original Documentary,354,Peralta Colleges,1,,
5757,SocialJustice,TVO Docs,The Art of the Possible | A TVO Original Documentary,354,Intelligence Squared,1,,
5758,SocialJustice,TVO Docs,The Art of the Possible | A TVO Original Documentary,354,KTLA 5,1,,
5759,SocialJustice,TVO Docs,The Art of the Possible | A TVO Original Documentary,354,The Met,1,,
5760,SocialJustice,TVO Docs,The Art of the Possible | A TVO Original Documentary,354,CBC News: The National,1,,
5761,SocialJustice,NonCompete,Self-Care Under Capitalism [The Slowdown Highlights],6167,NonCompete,2,NonCompete,SocialJustice
5762,SocialJustice,NonCompete,Self-Care Under Capitalism [The Slowdown Highlights],6167,Novara Media,1,,
5763,SocialJustice,NonCompete,Self-Care Under Capitalism [The Slowdown Highlights],6167,AFROPUNK,1,,
5764,SocialJustice,NonCompete,Self-Care Under Capitalism [The Slowdown Highlights],6167,Josh Gad,1,,
5765,SocialJustice,NonCompete,Self-Care Under Capitalism [The Slowdown Highlights],6167,University of California Television (UCTV),1,,
5766,SocialJustice,NonCompete,Self-Care Under Capitalism [The Slowdown Highlights],6167,Gordon Ramsay,1,,
5767,SocialJustice,NonCompete,Self-Care Under Capitalism [The Slowdown Highlights],6167,Tim Ferriss,1,,
5768,SocialJustice,NonCompete,Self-Care Under Capitalism [The Slowdown Highlights],6167,Mark Manson,1,,
5769,SocialJustice,NonCompete,Self-Care Under Capitalism [The Slowdown Highlights],6167,Levy Economics Institute,1,,
5770,SocialJustice,The Majority Report w/ Sam Seder,Fox Host Nearly Stunned By Trump's Inability to Understand His Own Wretchedness,101203,The Majority Report w/ Sam Seder,1,The Majority Report w/ Sam Seder,SocialJustice
5771,SocialJustice,The Majority Report w/ Sam Seder,Fox Host Nearly Stunned By Trump's Inability to Understand His Own Wretchedness,101203,Netflix Is A Joke,1,,
5772,SocialJustice,The Majority Report w/ Sam Seder,Fox Host Nearly Stunned By Trump's Inability to Understand His Own Wretchedness,101203,92nd Street Y,1,,
5773,SocialJustice,The Majority Report w/ Sam Seder,Fox Host Nearly Stunned By Trump's Inability to Understand His Own Wretchedness,101203,MSNBC,1,MSNBC,Mainstream News
5774,SocialJustice,The Majority Report w/ Sam Seder,Fox Host Nearly Stunned By Trump's Inability to Understand His Own Wretchedness,101203,Patriot Act,1,Patriot Act,LateNightTalkShow
5775,SocialJustice,The Majority Report w/ Sam Seder,Fox Host Nearly Stunned By Trump's Inability to Understand His Own Wretchedness,101203,Late Night with Seth Meyers,1,Late Night with Seth Meyers,TV
5776,SocialJustice,The Majority Report w/ Sam Seder,Fox Host Nearly Stunned By Trump's Inability to Understand His Own Wretchedness,101203,CNN,1,CNN,PartisanLeft
5777,SocialJustice,The Majority Report w/ Sam Seder,Fox Host Nearly Stunned By Trump's Inability to Understand His Own Wretchedness,101203,Levy Economics Institute,1,,
5778,SocialJustice,The Majority Report w/ Sam Seder,Fox Host Nearly Stunned By Trump's Inability to Understand His Own Wretchedness,101203,Fox News,1,Fox News,PartisanRight
5779,SocialJustice,The Majority Report w/ Sam Seder,Fox Host Nearly Stunned By Trump's Inability to Understand His Own Wretchedness,101203,Boston University,1,,
5780,SocialJustice,Philosophy Tube,Data | Philosophy Tube,478568,Philosophy Tube,6,Philosophy Tube,Socialist
5781,SocialJustice,Philosophy Tube,Data | Philosophy Tube,478568,Netflix Is A Joke,1,,
5782,SocialJustice,Philosophy Tube,Data | Philosophy Tube,478568,Philosophy Tube Live,1,,
5783,SocialJustice,Philosophy Tube,Data | Philosophy Tube,478568,Tom Scott,1,,
5784,SocialJustice,Philosophy Tube,Data | Philosophy Tube,478568,Late Night with Seth Meyers,1,Late Night with Seth Meyers,TV
5785,SocialJustice,NowThis News,Seattle Protesters Take Over City Hall | NowThis,235904,NowThis News,4,NowThis News,SocialJustice
5786,SocialJustice,NowThis News,Seattle Protesters Take Over City Hall | NowThis,235904,Inside Edition,1,,
5787,SocialJustice,NowThis News,Seattle Protesters Take Over City Hall | NowThis,235904,Fox News,1,Fox News,PartisanRight
5788,SocialJustice,NowThis News,Seattle Protesters Take Over City Hall | NowThis,235904,KING 5,1,,
5789,SocialJustice,NowThis News,Seattle Protesters Take Over City Hall | NowThis,235904,Reuters,1,,
5790,SocialJustice,NowThis News,Seattle Protesters Take Over City Hall | NowThis,235904,Netflix Is A Joke,1,,
5791,SocialJustice,NowThis News,Seattle Protesters Take Over City Hall | NowThis,235904,Eyewitness News ABC7NY,1,,
5792,SocialJustice,NowThis World,How Powerful Is Iran's Supreme Leader? | NowThis World,210523,NowThis World,1,NowThis World,SocialJustice
5793,SocialJustice,NowThis World,How Powerful Is Iran's Supreme Leader? | NowThis World,210523,Radio Free Europe/Radio Liberty,1,,
5794,SocialJustice,NowThis World,How Powerful Is Iran's Supreme Leader? | NowThis World,210523,Patriot Act,1,Patriot Act,LateNightTalkShow
5795,SocialJustice,NowThis World,How Powerful Is Iran's Supreme Leader? | NowThis World,210523,Fox News,2,Fox News,PartisanRight
5796,SocialJustice,NowThis World,How Powerful Is Iran's Supreme Leader? | NowThis World,210523,Global News,1,,
5797,SocialJustice,NowThis World,How Powerful Is Iran's Supreme Leader? | NowThis World,210523,Unreported World,1,,
5798,SocialJustice,NowThis World,How Powerful Is Iran's Supreme Leader? | NowThis World,210523,Carnegie Endowment,1,,
5799,SocialJustice,NowThis World,How Powerful Is Iran's Supreme Leader? | NowThis World,210523,LastWeekTonight,1,LastWeekTonight,SocialJustice
5800,SocialJustice,NowThis World,How Powerful Is Iran's Supreme Leader? | NowThis World,210523,Netflix Is A Joke,1,,
5801,SocialJustice,ItsKatLazo,NYC Anti-Street Harassment Rally (feat. HOLLABACK!),14140,ItsKatLazo,1,,
5802,SocialJustice,ItsKatLazo,NYC Anti-Street Harassment Rally (feat. HOLLABACK!),14140,CNN,1,CNN,PartisanLeft
5803,SocialJustice,ItsKatLazo,NYC Anti-Street Harassment Rally (feat. HOLLABACK!),14140,Cosmopolitan,1,,
5804,SocialJustice,ItsKatLazo,NYC Anti-Street Harassment Rally (feat. HOLLABACK!),14140,Tekashi 6ix9ine,1,,
5805,SocialJustice,ItsKatLazo,NYC Anti-Street Harassment Rally (feat. HOLLABACK!),14140,Netflix Is A Joke,1,,
5806,SocialJustice,ItsKatLazo,NYC Anti-Street Harassment Rally (feat. HOLLABACK!),14140,Fox News,1,Fox News,PartisanRight
5807,SocialJustice,ItsKatLazo,NYC Anti-Street Harassment Rally (feat. HOLLABACK!),14140,MSNBC,1,MSNBC,Mainstream News
5808,SocialJustice,ItsKatLazo,NYC Anti-Street Harassment Rally (feat. HOLLABACK!),14140,Detroit Free Press,1,,
5809,SocialJustice,ItsKatLazo,NYC Anti-Street Harassment Rally (feat. HOLLABACK!),14140,Grace Tsai,1,,
5810,SocialJustice,ItsKatLazo,NYC Anti-Street Harassment Rally (feat. HOLLABACK!),14140,FOX 13 News - Tampa Bay,1,,
5811,SocialJustice,Renegade Cut,Everything I Love About Harley Quinn | Renegade Cut,88386,Renegade Cut,9,Renegade Cut,SocialJustice
5812,SocialJustice,Renegade Cut,Everything I Love About Harley Quinn | Renegade Cut,88386,Next of Ken,1,,
5813,SocialJustice,truTV,At Home With Amy Sedaris - Show the Doll Reverance (Clip) | truTV,3873,truTV,7,truTV,PartisanLeft
5814,SocialJustice,truTV,At Home With Amy Sedaris - Show the Doll Reverance (Clip) | truTV,3873,YouTube,1,,
5815,SocialJustice,truTV,At Home With Amy Sedaris - Show the Doll Reverance (Clip) | truTV,3873,Netflix Is A Joke,1,,
5816,SocialJustice,truTV,At Home With Amy Sedaris - Show the Doll Reverance (Clip) | truTV,3873,anh phamviet,1,,
5817,SocialJustice,NonCompete,Amazing Discovery will End Capitalism!,37753,NonCompete,2,NonCompete,SocialJustice
5818,SocialJustice,NonCompete,Amazing Discovery will End Capitalism!,37753,Portland Andy,1,,
5819,SocialJustice,NonCompete,Amazing Discovery will End Capitalism!,37753,Viralbollywood,1,,
5820,SocialJustice,NonCompete,Amazing Discovery will End Capitalism!,37753,TIFF Originals,1,,
5821,SocialJustice,NonCompete,Amazing Discovery will End Capitalism!,37753,LastWeekTonight,1,LastWeekTonight,SocialJustice
5822,SocialJustice,NonCompete,Amazing Discovery will End Capitalism!,37753,Brown University,1,,
5823,SocialJustice,NonCompete,Amazing Discovery will End Capitalism!,37753,LOVE IT TV - For those thinking outside the box,1,,
5824,SocialJustice,NonCompete,Amazing Discovery will End Capitalism!,37753,Amazing Discoveries Africa,1,,
5825,SocialJustice,NonCompete,Amazing Discovery will End Capitalism!,37753,The Agenda with Steve Paikin,1,The Agenda with Steve Paikin,TV
5826,SocialJustice,Mia Mulder,History | Mia Mulder,12258,Mia Mulder,3,Mia Mulder,SocialJustice
5827,SocialJustice,Mia Mulder,History | Mia Mulder,12258,Levy Economics Institute,1,,
5828,SocialJustice,Mia Mulder,History | Mia Mulder,12258,Kat Blaque,1,Kat Blaque,SocialJustice
5829,SocialJustice,Mia Mulder,History | Mia Mulder,12258,The Daily Dose,1,,
5830,SocialJustice,Mia Mulder,History | Mia Mulder,12258,socratesinthecity,1,,
5831,SocialJustice,Mia Mulder,History | Mia Mulder,12258,Xanderhal,1,,
5832,SocialJustice,Mia Mulder,History | Mia Mulder,12258,Family Guy FC,1,,
5833,SocialJustice,Mia Mulder,History | Mia Mulder,12258,James Somerton,1,,
5834,SocialJustice,The Majority Report w/ Sam Seder,Former CIA Officer Has Disturbing Meltdown On Protestors,73404,The Majority Report w/ Sam Seder,1,The Majority Report w/ Sam Seder,SocialJustice
5835,SocialJustice,The Majority Report w/ Sam Seder,Former CIA Officer Has Disturbing Meltdown On Protestors,73404,Fox News,1,Fox News,PartisanRight
5836,SocialJustice,The Majority Report w/ Sam Seder,Former CIA Officer Has Disturbing Meltdown On Protestors,73404,Late Night with Seth Meyers,1,Late Night with Seth Meyers,TV
5837,SocialJustice,The Majority Report w/ Sam Seder,Former CIA Officer Has Disturbing Meltdown On Protestors,73404,Patriot Act,1,Patriot Act,LateNightTalkShow
5838,SocialJustice,The Majority Report w/ Sam Seder,Former CIA Officer Has Disturbing Meltdown On Protestors,73404,Netflix Is A Joke,1,,
5839,SocialJustice,The Majority Report w/ Sam Seder,Former CIA Officer Has Disturbing Meltdown On Protestors,73404,Josh Gad,1,,
5840,SocialJustice,The Majority Report w/ Sam Seder,Former CIA Officer Has Disturbing Meltdown On Protestors,73404,LastWeekTonight,1,LastWeekTonight,SocialJustice
5841,SocialJustice,The Majority Report w/ Sam Seder,Former CIA Officer Has Disturbing Meltdown On Protestors,73404,11Alive,1,,
5842,SocialJustice,The Majority Report w/ Sam Seder,Former CIA Officer Has Disturbing Meltdown On Protestors,73404,CNN,1,CNN,PartisanLeft
5843,SocialJustice,The Majority Report w/ Sam Seder,Former CIA Officer Has Disturbing Meltdown On Protestors,73404,Rolling Stone,1,,
5844,SocialJustice,Patriot Act,Hasan On Gun Violence In America | Deep Cuts | Patriot Act with Hasan Minhaj | Netflix,1107176,Patriot Act,9,Patriot Act,LateNightTalkShow
5845,SocialJustice,Patriot Act,Hasan On Gun Violence In America | Deep Cuts | Patriot Act with Hasan Minhaj | Netflix,1107176,Netflix Is A Joke,1,,
5846,SocialJustice,NowThis News,Seattle Police Use Tear Gas On Protesters Days After Ban | NowThis,42548,NowThis News,5,NowThis News,SocialJustice
5847,SocialJustice,NowThis News,Seattle Police Use Tear Gas On Protesters Days After Ban | NowThis,42548,Atlanta Journal-Constitution,1,,
5848,SocialJustice,NowThis News,Seattle Police Use Tear Gas On Protesters Days After Ban | NowThis,42548,The Telegraph,1,,
5849,SocialJustice,NowThis News,Seattle Police Use Tear Gas On Protesters Days After Ban | NowThis,42548,11Alive,1,,
5850,SocialJustice,NowThis News,Seattle Police Use Tear Gas On Protesters Days After Ban | NowThis,42548,Patriot Act,1,Patriot Act,LateNightTalkShow
5851,SocialJustice,NowThis News,Seattle Police Use Tear Gas On Protesters Days After Ban | NowThis,42548,TRT World,1,,
5852,SocialJustice,Mother Jones,"Donald Trump is a ""grade-A idiot,"" says Julián Castro",5205,Mother Jones,2,Mother Jones,SocialJustice
5853,SocialJustice,Mother Jones,"Donald Trump is a ""grade-A idiot,"" says Julián Castro",5205,The Late Show with Stephen Colbert,2,The Late Show with Stephen Colbert,TV
5854,SocialJustice,Mother Jones,"Donald Trump is a ""grade-A idiot,"" says Julián Castro",5205,Global News,1,,
5855,SocialJustice,Mother Jones,"Donald Trump is a ""grade-A idiot,"" says Julián Castro",5205,MSNBC,1,MSNBC,Mainstream News
5856,SocialJustice,Mother Jones,"Donald Trump is a ""grade-A idiot,"" says Julián Castro",5205,Netflix Is A Joke,1,,
5857,SocialJustice,Mother Jones,"Donald Trump is a ""grade-A idiot,"" says Julián Castro",5205,HuffPost,1,HuffPost,PartisanLeft
5858,SocialJustice,Mother Jones,"Donald Trump is a ""grade-A idiot,"" says Julián Castro",5205,The View,1,The View,PartisanLeft
5859,SocialJustice,Mother Jones,"Donald Trump is a ""grade-A idiot,"" says Julián Castro",5205,NowThis News,1,NowThis News,SocialJustice
5860,SocialJustice,Acronym TV,Refugee Crisis: Can Photo of Aylan Kurdi Bring Down Capitalism? - Acronym TV,1416,Acronym TV,1,Acronym TV,SocialJustice
5861,SocialJustice,Acronym TV,Refugee Crisis: Can Photo of Aylan Kurdi Bring Down Capitalism? - Acronym TV,1416,Fox News,2,Fox News,PartisanRight
5862,SocialJustice,Acronym TV,Refugee Crisis: Can Photo of Aylan Kurdi Bring Down Capitalism? - Acronym TV,1416,socratesinthecity,1,,
5863,SocialJustice,Acronym TV,Refugee Crisis: Can Photo of Aylan Kurdi Bring Down Capitalism? - Acronym TV,1416,FRANCE 24 English,1,,
5864,SocialJustice,Acronym TV,Refugee Crisis: Can Photo of Aylan Kurdi Bring Down Capitalism? - Acronym TV,1416,NBC News,1,NBC News,PartisanLeft
5865,SocialJustice,Acronym TV,Refugee Crisis: Can Photo of Aylan Kurdi Bring Down Capitalism? - Acronym TV,1416,Netflix Is A Joke,1,,
5866,SocialJustice,Acronym TV,Refugee Crisis: Can Photo of Aylan Kurdi Bring Down Capitalism? - Acronym TV,1416,Late Night with Seth Meyers,1,Late Night with Seth Meyers,TV
5867,SocialJustice,Acronym TV,Refugee Crisis: Can Photo of Aylan Kurdi Bring Down Capitalism? - Acronym TV,1416,SaveTheChildren,1,,
5868,SocialJustice,Acronym TV,Refugee Crisis: Can Photo of Aylan Kurdi Bring Down Capitalism? - Acronym TV,1416,Patriot Act,1,Patriot Act,LateNightTalkShow
5869,SocialJustice,BuzzFeed News,Sex Robots Have Arrived,132182,BuzzFeed News,2,BuzzFeed News,MissingLinkMedia
5870,SocialJustice,BuzzFeed News,Sex Robots Have Arrived,132182,FOX 11 Los Angeles,1,,
5871,SocialJustice,BuzzFeed News,Sex Robots Have Arrived,132182,The Dodo,1,,
5872,SocialJustice,BuzzFeed News,Sex Robots Have Arrived,132182,euronews (in English),1,,
5873,SocialJustice,BuzzFeed News,Sex Robots Have Arrived,132182,Movieclips,1,,
5874,SocialJustice,BuzzFeed News,Sex Robots Have Arrived,132182,BBC Earth,1,,
5875,SocialJustice,BuzzFeed News,Sex Robots Have Arrived,132182,12 News,1,,
5876,SocialJustice,BuzzFeed News,Sex Robots Have Arrived,132182,CBC News,1,CBC News,Mainstream News
5877,SocialJustice,BuzzFeed News,Sex Robots Have Arrived,132182,Comedy Central Originals,1,,
5878,SocialJustice,Patriot Act,Hasan’s Ideas For The Olympics | Deep Cuts | Patriot Act With Hasan Minhaj | Netflix,963578,Patriot Act,8,Patriot Act,LateNightTalkShow
5879,SocialJustice,Patriot Act,Hasan’s Ideas For The Olympics | Deep Cuts | Patriot Act With Hasan Minhaj | Netflix,963578,YouTube,1,,
5880,SocialJustice,Patriot Act,Hasan’s Ideas For The Olympics | Deep Cuts | Patriot Act With Hasan Minhaj | Netflix,963578,Netflix Is A Joke,1,,
5881,SocialJustice,Kristi Winters,D&D w/Chrisiousity. The Corruption of Lirune Ep 1ß,81,Kristi Winters,1,Kristi Winters,PartisanLeft
5882,SocialJustice,Kristi Winters,D&D w/Chrisiousity. The Corruption of Lirune Ep 1ß,81,Kevin Samuels,1,,
5883,SocialJustice,Kristi Winters,D&D w/Chrisiousity. The Corruption of Lirune Ep 1ß,81,Fox News,1,Fox News,PartisanRight
5884,SocialJustice,Kristi Winters,D&D w/Chrisiousity. The Corruption of Lirune Ep 1ß,81,Netflix Is A Joke,1,,
5885,SocialJustice,Kristi Winters,D&D w/Chrisiousity. The Corruption of Lirune Ep 1ß,81,UW Video,1,,
5886,SocialJustice,Kristi Winters,D&D w/Chrisiousity. The Corruption of Lirune Ep 1ß,81,Wild 'N Out,1,,
5887,SocialJustice,Kristi Winters,D&D w/Chrisiousity. The Corruption of Lirune Ep 1ß,81,Viralbollywood,1,,
5888,SocialJustice,Kristi Winters,D&D w/Chrisiousity. The Corruption of Lirune Ep 1ß,81,PowerfulJRE,1,PowerfulJRE,Conspiracy
5889,SocialJustice,Kristi Winters,D&D w/Chrisiousity. The Corruption of Lirune Ep 1ß,81,Amazing People,1,,
5890,SocialJustice,Kristi Winters,D&D w/Chrisiousity. The Corruption of Lirune Ep 1ß,81,Late Night with Seth Meyers,1,Late Night with Seth Meyers,TV
5891,SocialJustice,Democracy Now!,"Widespread COVID-19 vaccination by 2021? Not without ""global coordination"" & solidarity",3546,Democracy Now!,1,Democracy Now!,PartisanLeft
5892,SocialJustice,Democracy Now!,"Widespread COVID-19 vaccination by 2021? Not without ""global coordination"" & solidarity",3546,NDTV,1,,
5893,SocialJustice,Democracy Now!,"Widespread COVID-19 vaccination by 2021? Not without ""global coordination"" & solidarity",3546,Bloomberg QuickTake News,1,,
5894,SocialJustice,Democracy Now!,"Widespread COVID-19 vaccination by 2021? Not without ""global coordination"" & solidarity",3546,Patriot Act,1,Patriot Act,LateNightTalkShow
5895,SocialJustice,Democracy Now!,"Widespread COVID-19 vaccination by 2021? Not without ""global coordination"" & solidarity",3546,ReaganFoundation,1,,
5896,SocialJustice,Democracy Now!,"Widespread COVID-19 vaccination by 2021? Not without ""global coordination"" & solidarity",3546,Fox News,1,Fox News,PartisanRight
5897,SocialJustice,Democracy Now!,"Widespread COVID-19 vaccination by 2021? Not without ""global coordination"" & solidarity",3546,NBC News,1,NBC News,PartisanLeft
5898,SocialJustice,Democracy Now!,"Widespread COVID-19 vaccination by 2021? Not without ""global coordination"" & solidarity",3546,Late Night with Seth Meyers,1,Late Night with Seth Meyers,TV
5899,SocialJustice,Democracy Now!,"Widespread COVID-19 vaccination by 2021? Not without ""global coordination"" & solidarity",3546,11Alive,1,,
5900,SocialJustice,Democracy Now!,"Widespread COVID-19 vaccination by 2021? Not without ""global coordination"" & solidarity",3546,Pau Gasol,1,,
5901,SocialJustice,marinashutup,RE: Philip Defranco's “Dear Black People”,73932,marinashutup,4,marinashutup,SocialJustice
5902,SocialJustice,marinashutup,RE: Philip Defranco's “Dear Black People”,73932,Philly D,1,,
5903,SocialJustice,marinashutup,RE: Philip Defranco's “Dear Black People”,73932,Tekashi 6ix9ine,1,,
5904,SocialJustice,marinashutup,RE: Philip Defranco's “Dear Black People”,73932,The CBP Channel,1,,
5905,SocialJustice,marinashutup,RE: Philip Defranco's “Dear Black People”,73932,The Right Opinion,1,,
5906,SocialJustice,marinashutup,RE: Philip Defranco's “Dear Black People”,73932,GMA Public Affairs,1,,
5907,SocialJustice,marinashutup,RE: Philip Defranco's “Dear Black People”,73932,JJ Olatunji,1,,
5908,SocialJustice,marinashutup,Should You Call Yourself a Feminist?,13936,marinashutup,1,marinashutup,SocialJustice
5909,SocialJustice,marinashutup,Should You Call Yourself a Feminist?,13936,Fox News,2,Fox News,PartisanRight
5910,SocialJustice,marinashutup,Should You Call Yourself a Feminist?,13936,Peter Kay,1,,
5911,SocialJustice,marinashutup,Should You Call Yourself a Feminist?,13936,BBC Three,1,,
5912,SocialJustice,marinashutup,Should You Call Yourself a Feminist?,13936,socratesinthecity,1,,
5913,SocialJustice,marinashutup,Should You Call Yourself a Feminist?,13936,Josh Gad,1,,
5914,SocialJustice,marinashutup,Should You Call Yourself a Feminist?,13936,Gordon Ramsay,1,,
5915,SocialJustice,marinashutup,Should You Call Yourself a Feminist?,13936,Studio 10,1,,
5916,SocialJustice,marinashutup,Should You Call Yourself a Feminist?,13936,jimgaffigan,1,,
5917,SocialJustice,Philosophy Tube,Any Questions? October Comments Stream,40186,Philosophy Tube,9,Philosophy Tube,Socialist
5918,SocialJustice,Philosophy Tube,Any Questions? October Comments Stream,40186,University of California Television (UCTV),1,,
5919,SocialJustice,The Intercept,John Legend and Patrisse Cullors on How to Fix the Criminal (In)Justice System,5169,The Intercept,2,The Intercept,PartisanLeft
5920,SocialJustice,The Intercept,John Legend and Patrisse Cullors on How to Fix the Criminal (In)Justice System,5169,HuffPost UK,1,,
5921,SocialJustice,The Intercept,John Legend and Patrisse Cullors on How to Fix the Criminal (In)Justice System,5169,The New School,3,,
5922,SocialJustice,The Intercept,John Legend and Patrisse Cullors on How to Fix the Criminal (In)Justice System,5169,socratesinthecity,1,,
5923,SocialJustice,The Intercept,John Legend and Patrisse Cullors on How to Fix the Criminal (In)Justice System,5169,Chicago Humanities Festival,1,,
5924,SocialJustice,The Intercept,John Legend and Patrisse Cullors on How to Fix the Criminal (In)Justice System,5169,University of Notre Dame,1,,
5925,SocialJustice,The Intercept,John Legend and Patrisse Cullors on How to Fix the Criminal (In)Justice System,5169,HooverInstitution,1,HooverInstitution,Libertarian
5926,SocialJustice,The Atlantic,"From the Iraq War to Ballet, a Veteran's Inspiring Story | Exit 12",8248,The Atlantic,1,The Atlantic,Mainstream News
5927,SocialJustice,The Atlantic,"From the Iraq War to Ballet, a Veteran's Inspiring Story | Exit 12",8248,Fox News,2,Fox News,PartisanRight
5928,SocialJustice,The Atlantic,"From the Iraq War to Ballet, a Veteran's Inspiring Story | Exit 12",8248,Netflix Is A Joke,1,,
5929,SocialJustice,The Atlantic,"From the Iraq War to Ballet, a Veteran's Inspiring Story | Exit 12",8248,Patriot Act,1,Patriot Act,LateNightTalkShow
5930,SocialJustice,The Atlantic,"From the Iraq War to Ballet, a Veteran's Inspiring Story | Exit 12",8248,AP Archive,1,,
5931,SocialJustice,The Atlantic,"From the Iraq War to Ballet, a Veteran's Inspiring Story | Exit 12",8248,DW Documentary,1,,
5932,SocialJustice,The Atlantic,"From the Iraq War to Ballet, a Veteran's Inspiring Story | Exit 12",8248,LADbible,1,,
5933,SocialJustice,The Atlantic,"From the Iraq War to Ballet, a Veteran's Inspiring Story | Exit 12",8248,Kurzgesagt – In a Nutshell,1,,
5934,SocialJustice,The Atlantic,"From the Iraq War to Ballet, a Veteran's Inspiring Story | Exit 12",8248,ABC News,1,,
5935,SocialJustice,The Daily Beast,Scientists Edit Human Embryos for the First Time,42,The Daily Beast,1,The Daily Beast,SocialJustice
5936,SocialJustice,The Daily Beast,Scientists Edit Human Embryos for the First Time,42,NBC News,2,NBC News,PartisanLeft
5937,SocialJustice,The Daily Beast,Scientists Edit Human Embryos for the First Time,42,Space & The Universe HD,1,,
5938,SocialJustice,The Daily Beast,Scientists Edit Human Embryos for the First Time,42,Netflix Is A Joke,1,,
5939,SocialJustice,The Daily Beast,Scientists Edit Human Embryos for the First Time,42,Jamie Oliver,1,,
5940,SocialJustice,The Daily Beast,Scientists Edit Human Embryos for the First Time,42,Kurzgesagt – In a Nutshell,1,,
5941,SocialJustice,The Daily Beast,Scientists Edit Human Embryos for the First Time,42,Bloomberg QuickTake News,1,,
5942,SocialJustice,The Daily Beast,Scientists Edit Human Embryos for the First Time,42,PBS NewsHour,1,PBS NewsHour,Mainstream News
5943,SocialJustice,The Daily Beast,Scientists Edit Human Embryos for the First Time,42,JoeRyanCivilWar,1,,
5944,SocialJustice,The Majority Report w/ Sam Seder,Insurgent Friday w/ Shahid Buttar - MR Live - 6/5/20,49456,The Majority Report w/ Sam Seder,1,The Majority Report w/ Sam Seder,SocialJustice
5945,SocialJustice,The Majority Report w/ Sam Seder,Insurgent Friday w/ Shahid Buttar - MR Live - 6/5/20,49456,Levy Economics Institute,1,,
5946,SocialJustice,The Majority Report w/ Sam Seder,Insurgent Friday w/ Shahid Buttar - MR Live - 6/5/20,49456,Netflix Is A Joke,1,,
5947,SocialJustice,The Majority Report w/ Sam Seder,Insurgent Friday w/ Shahid Buttar - MR Live - 6/5/20,49456,Rolling Stone,1,,
5948,SocialJustice,The Majority Report w/ Sam Seder,Insurgent Friday w/ Shahid Buttar - MR Live - 6/5/20,49456,Patriot Act,1,Patriot Act,LateNightTalkShow
5949,SocialJustice,The Majority Report w/ Sam Seder,Insurgent Friday w/ Shahid Buttar - MR Live - 6/5/20,49456,The New School,3,,
5950,SocialJustice,The Majority Report w/ Sam Seder,Insurgent Friday w/ Shahid Buttar - MR Live - 6/5/20,49456,MSNBC,1,MSNBC,Mainstream News
5951,SocialJustice,The Majority Report w/ Sam Seder,Insurgent Friday w/ Shahid Buttar - MR Live - 6/5/20,49456,LastWeekTonight,1,LastWeekTonight,SocialJustice
5952,SocialJustice,chrisiousity,Culture Club Presents: Poetry and Radical Politics,430,chrisiousity,1,chrisiousity,SocialJustice
5953,SocialJustice,chrisiousity,Culture Club Presents: Poetry and Radical Politics,430,Fox News,1,Fox News,PartisanRight
5954,SocialJustice,chrisiousity,Culture Club Presents: Poetry and Radical Politics,430,Culture Club,1,,
5955,SocialJustice,chrisiousity,Culture Club Presents: Poetry and Radical Politics,430,The New School,1,,
5956,SocialJustice,chrisiousity,Culture Club Presents: Poetry and Radical Politics,430,Netflix Is A Joke,1,,
5957,SocialJustice,chrisiousity,Culture Club Presents: Poetry and Radical Politics,430,Dalhousie University,1,,
5958,SocialJustice,chrisiousity,Culture Club Presents: Poetry and Radical Politics,430,JoeRyanCivilWar,1,,
5959,SocialJustice,chrisiousity,Culture Club Presents: Poetry and Radical Politics,430,Late Night with Seth Meyers,1,Late Night with Seth Meyers,TV
5960,SocialJustice,chrisiousity,Culture Club Presents: Poetry and Radical Politics,430,NASA,1,,
5961,SocialJustice,chrisiousity,Culture Club Presents: Poetry and Radical Politics,430,YaleCourses,1,,
5962,SocialJustice,Renegade Cut,Transphobia in Popular Media | Renegade Cut,88239,Renegade Cut,7,Renegade Cut,SocialJustice
5963,SocialJustice,Renegade Cut,Transphobia in Popular Media | Renegade Cut,88239,Patriot Act,1,Patriot Act,LateNightTalkShow
5964,SocialJustice,Renegade Cut,Transphobia in Popular Media | Renegade Cut,88239,Jack Saint,1,Jack Saint,SocialJustice
5965,SocialJustice,Renegade Cut,Transphobia in Popular Media | Renegade Cut,88239,Josh Gad,1,,
