,Category,Current Channel,Current Video,Current Views,Next Channel,Count,CHANNEL_TITLE,IDEOLOGY
847,Alt-right,Robyn Riley,When the Heart of the Civilization Stops Beating w/ Dr. Edward Dutton,10804,Room for Discussion,1,,
848,Alt-right,Robyn Riley,When the Heart of the Civilization Stops Beating w/ Dr. Edward Dutton,10804,ANU TV,1,,
849,Alt-right,Robyn Riley,When the Heart of the Civilization Stops Beating w/ Dr. Edward Dutton,10804,Jimmy Carr,1,,
850,Alt-right,Robyn Riley,When the Heart of the Civilization Stops Beating w/ Dr. Edward Dutton,10804,HooverInstitution,3,HooverInstitution,Libertarian
851,Alt-right,Robyn Riley,When the Heart of the Civilization Stops Beating w/ Dr. Edward Dutton,10804,How To Academy,1,,
852,Alt-right,Robyn Riley,When the Heart of the Civilization Stops Beating w/ Dr. Edward Dutton,10804,University of Notre Dame,1,,
853,Alt-right,Robyn Riley,When the Heart of the Civilization Stops Beating w/ Dr. Edward Dutton,10804,The New School,1,,
854,Alt-right,NPI / RADIX,The McSpencer Group - Episode 7: Very Fine People,18984,NPI / RADIX,1,NPI / RADIX,Alt-right
855,Alt-right,NPI / RADIX,The McSpencer Group - Episode 7: Very Fine People,18984,HooverInstitution,2,HooverInstitution,Libertarian
856,Alt-right,NPI / RADIX,The McSpencer Group - Episode 7: Very Fine People,18984,Jimmy Carr,1,,
857,Alt-right,NPI / RADIX,The McSpencer Group - Episode 7: Very Fine People,18984,ANU TV,1,,
858,Alt-right,NPI / RADIX,The McSpencer Group - Episode 7: Very Fine People,18984,How To Academy,1,,
859,Alt-right,NPI / RADIX,The McSpencer Group - Episode 7: Very Fine People,18984,The New School,1,,
860,Alt-right,NPI / RADIX,The McSpencer Group - Episode 7: Very Fine People,18984,Jocko Podcast,1,,
861,Alt-right,NPI / RADIX,The McSpencer Group - Episode 7: Very Fine People,18984,PowerfulJRE,1,PowerfulJRE,Conspiracy
862,Alt-right,NPI / RADIX,The McSpencer Group - Episode 7: Very Fine People,18984,CBS News,1,CBS News,
863,Alt-right,Stefan Molyneux,Stefan Molyneux: What We MUST Do About #Coronavirus,48750,Stefan Molyneux,1,Stefan Molyneux,Alt-right
864,Alt-right,Stefan Molyneux,Stefan Molyneux: What We MUST Do About #Coronavirus,48750,ANU TV,1,,
865,Alt-right,Stefan Molyneux,Stefan Molyneux: What We MUST Do About #Coronavirus,48750,The New School,1,,
866,Alt-right,Stefan Molyneux,Stefan Molyneux: What We MUST Do About #Coronavirus,48750,How To Academy,1,,
867,Alt-right,Stefan Molyneux,Stefan Molyneux: What We MUST Do About #Coronavirus,48750,Room for Discussion,1,,
868,Alt-right,Stefan Molyneux,Stefan Molyneux: What We MUST Do About #Coronavirus,48750,HooverInstitution,2,HooverInstitution,Libertarian
869,Alt-right,Stefan Molyneux,Stefan Molyneux: What We MUST Do About #Coronavirus,48750,Jordan B Peterson,1,Jordan B Peterson,IDW
870,Alt-right,Stefan Molyneux,Stefan Molyneux: What We MUST Do About #Coronavirus,48750,Jimmy Carr,1,,
871,Alt-right,Stefan Molyneux,Stefan Molyneux: What We MUST Do About #Coronavirus,48750,Eckhart Tolle,1,,
872,Alt-right,AmRen Podcasts,Ep. 182 – 'Belonging and Inclusion',12788,AmRen Podcasts,1,AmRen Podcasts,Alt-right
873,Alt-right,AmRen Podcasts,Ep. 182 – 'Belonging and Inclusion',12788,HooverInstitution,3,HooverInstitution,Libertarian
874,Alt-right,AmRen Podcasts,Ep. 182 – 'Belonging and Inclusion',12788,ANU TV,1,,
875,Alt-right,AmRen Podcasts,Ep. 182 – 'Belonging and Inclusion',12788,Jordan B Peterson,2,Jordan B Peterson,IDW
876,Alt-right,AmRen Podcasts,Ep. 182 – 'Belonging and Inclusion',12788,Jimmy Carr,1,,
877,Alt-right,AmRen Podcasts,Ep. 182 – 'Belonging and Inclusion',12788,Room for Discussion,1,,
878,Alt-right,AmRen Podcasts,Ep. 182 – 'Belonging and Inclusion',12788,Bret Weinstein,1,Bret Weinstein,IDW
879,Alt-right,NPI / RADIX,"The Self-Defeating Drive for ""De-Radicalization""",13623,NPI / RADIX,1,NPI / RADIX,Alt-right
880,Alt-right,NPI / RADIX,"The Self-Defeating Drive for ""De-Radicalization""",13623,HooverInstitution,4,HooverInstitution,Libertarian
881,Alt-right,NPI / RADIX,"The Self-Defeating Drive for ""De-Radicalization""",13623,The New School,1,,
882,Alt-right,NPI / RADIX,"The Self-Defeating Drive for ""De-Radicalization""",13623,University of Notre Dame,1,,
883,Alt-right,NPI / RADIX,"The Self-Defeating Drive for ""De-Radicalization""",13623,University of Exeter,1,,
884,Alt-right,NPI / RADIX,"The Self-Defeating Drive for ""De-Radicalization""",13623,Jimmy Carr,1,,
885,Alt-right,NPI / RADIX,"The Self-Defeating Drive for ""De-Radicalization""",13623,The Battalion - Texas A&M,1,,
886,Alt-right,MillionDollarExtreme2,dracula rap 2,1860,MillionDollarExtreme2,1,MillionDollarExtreme2,Alt-right
887,Alt-right,MillionDollarExtreme2,dracula rap 2,1860,PowerfulJRE,1,PowerfulJRE,Conspiracy
888,Alt-right,MillionDollarExtreme2,dracula rap 2,1860,The Late Show with Stephen Colbert,1,The Late Show with Stephen Colbert,Partisan Left
889,Alt-right,MillionDollarExtreme2,dracula rap 2,1860,HooverInstitution,1,HooverInstitution,Libertarian
890,Alt-right,MillionDollarExtreme2,dracula rap 2,1860,Jimmy Carr,1,,
891,Alt-right,MillionDollarExtreme2,dracula rap 2,1860,Studio 10,1,,
892,Alt-right,MillionDollarExtreme2,dracula rap 2,1860,Fire Films,1,,
893,Alt-right,MillionDollarExtreme2,dracula rap 2,1860,Jordan B Peterson,1,Jordan B Peterson,IDW
894,Alt-right,MillionDollarExtreme2,dracula rap 2,1860,SupraDarky,1,,
895,Alt-right,MillionDollarExtreme2,dracula rap 2,1860,Philosophy Tube,1,Philosophy Tube,Socialist
896,Alt-right,WhiteRabbitRadioTV,White Rabbit Radio Live // The Racist Virus,3205,WhiteRabbitRadioTV,1,WhiteRabbitRadioTV,Alt-right
897,Alt-right,WhiteRabbitRadioTV,White Rabbit Radio Live // The Racist Virus,3205,Fox News,1,Fox News,Partisan Right
898,Alt-right,WhiteRabbitRadioTV,White Rabbit Radio Live // The Racist Virus,3205,Jimmy Carr,1,,
899,Alt-right,WhiteRabbitRadioTV,White Rabbit Radio Live // The Racist Virus,3205,ANU TV,1,,
900,Alt-right,WhiteRabbitRadioTV,White Rabbit Radio Live // The Racist Virus,3205,HooverInstitution,2,HooverInstitution,Libertarian
901,Alt-right,WhiteRabbitRadioTV,White Rabbit Radio Live // The Racist Virus,3205,Gabriel Iglesias,1,,
902,Alt-right,WhiteRabbitRadioTV,White Rabbit Radio Live // The Racist Virus,3205,WGBHForum,1,,
903,Alt-right,WhiteRabbitRadioTV,White Rabbit Radio Live // The Racist Virus,3205,YaleCourses,1,,
904,Alt-right,WhiteRabbitRadioTV,White Rabbit Radio Live // The Racist Virus,3205,Skavlan,1,Skavlan,
905,Alt-right,NPI / RADIX,Unconscious Cinema: The Hunt (2020),6561,NPI / RADIX,1,NPI / RADIX,Alt-right
906,Alt-right,NPI / RADIX,Unconscious Cinema: The Hunt (2020),6561,Universal Pictures UK,1,,
907,Alt-right,NPI / RADIX,Unconscious Cinema: The Hunt (2020),6561,ANU TV,1,,
908,Alt-right,NPI / RADIX,Unconscious Cinema: The Hunt (2020),6561,Jimmy Carr,1,,
909,Alt-right,NPI / RADIX,Unconscious Cinema: The Hunt (2020),6561,The New School,1,,
910,Alt-right,NPI / RADIX,Unconscious Cinema: The Hunt (2020),6561,HooverInstitution,1,HooverInstitution,Libertarian
911,Alt-right,NPI / RADIX,Unconscious Cinema: The Hunt (2020),6561,Jordan B Peterson,1,Jordan B Peterson,IDW
912,Alt-right,NPI / RADIX,Unconscious Cinema: The Hunt (2020),6561,How To Academy,1,,
913,Alt-right,NPI / RADIX,Unconscious Cinema: The Hunt (2020),6561,British GQ,1,,
914,Alt-right,NPI / RADIX,Unconscious Cinema: The Hunt (2020),6561,Film Brain,1,,
915,Alt-right,MillionDollarExtreme2,"Tissue Box outtake Brian, my children mov",1996,MillionDollarExtreme2,1,MillionDollarExtreme2,Alt-right
916,Alt-right,MillionDollarExtreme2,"Tissue Box outtake Brian, my children mov",1996,Jocko Podcast,1,,
917,Alt-right,MillionDollarExtreme2,"Tissue Box outtake Brian, my children mov",1996,The Late Show with Stephen Colbert,1,The Late Show with Stephen Colbert,Partisan Left
918,Alt-right,MillionDollarExtreme2,"Tissue Box outtake Brian, my children mov",1996,Manchester Orchestra,1,,
919,Alt-right,MillionDollarExtreme2,"Tissue Box outtake Brian, my children mov",1996,Jimmy Carr,1,,
920,Alt-right,MillionDollarExtreme2,"Tissue Box outtake Brian, my children mov",1996,abcqanda,1,,
921,Alt-right,MillionDollarExtreme2,"Tissue Box outtake Brian, my children mov",1996,BZK Gaming,1,,
922,Alt-right,MillionDollarExtreme2,"Tissue Box outtake Brian, my children mov",1996,YOSHIKI19621962,1,,
923,Alt-right,MillionDollarExtreme2,"Tissue Box outtake Brian, my children mov",1996,WatchTheDaily,1,,
924,Alt-right,MillionDollarExtreme2,"Tissue Box outtake Brian, my children mov",1996,PaymoneyWubby,1,,
925,Alt-right,thkelly67,Powers & Principalities: Episode145,1715,thkelly67,1,thkelly67,Alt-right
926,Alt-right,thkelly67,Powers & Principalities: Episode145,1715,Jordan B Peterson,1,Jordan B Peterson,IDW
927,Alt-right,thkelly67,Powers & Principalities: Episode145,1715,NBC News,2,NBC News,Partisan Left
928,Alt-right,thkelly67,Powers & Principalities: Episode145,1715,Fox News,2,Fox News,Partisan Right
929,Alt-right,thkelly67,Powers & Principalities: Episode145,1715,Gabriel Iglesias,1,,
930,Alt-right,thkelly67,Powers & Principalities: Episode145,1715,HooverInstitution,1,HooverInstitution,Libertarian
931,Alt-right,thkelly67,Powers & Principalities: Episode145,1715,jimgaffigan,1,,
932,Alt-right,thkelly67,Powers & Principalities: Episode145,1715,Jack Chapple,1,,
933,Alt-right,Way of the World,"Join, Or Die",13609,Way of the World,1,Way of the World,Alt-right
934,Alt-right,Way of the World,"Join, Or Die",13609,HooverInstitution,2,HooverInstitution,Libertarian
935,Alt-right,Way of the World,"Join, Or Die",13609,ANU TV,1,,
936,Alt-right,Way of the World,"Join, Or Die",13609,Skavlan,1,Skavlan,
937,Alt-right,Way of the World,"Join, Or Die",13609,YaleCourses,1,,
938,Alt-right,Way of the World,"Join, Or Die",13609,The New School,1,,
939,Alt-right,Way of the World,"Join, Or Die",13609,Jordan B Peterson,1,Jordan B Peterson,IDW
940,Alt-right,Way of the World,"Join, Or Die",13609,British GQ,1,,
941,Alt-right,Way of the World,"Join, Or Die",13609,Learn Liberty,1,Learn Liberty,Libertarian
942,Alt-right,MillionDollarExtreme2,topsy turvey,3671,MillionDollarExtreme2,1,MillionDollarExtreme2,Alt-right
943,Alt-right,MillionDollarExtreme2,topsy turvey,3671,Skavlan,1,Skavlan,
944,Alt-right,MillionDollarExtreme2,topsy turvey,3671,HooverInstitution,2,HooverInstitution,Libertarian
945,Alt-right,MillionDollarExtreme2,topsy turvey,3671,Shout! Factory,1,,
946,Alt-right,MillionDollarExtreme2,topsy turvey,3671,mallavora,1,,
947,Alt-right,MillionDollarExtreme2,topsy turvey,3671,Peter Kay,1,,
948,Alt-right,MillionDollarExtreme2,topsy turvey,3671,Fox News,1,Fox News,Partisan Right
949,Alt-right,MillionDollarExtreme2,topsy turvey,3671,abcqanda,2,,
950,Alt-right,Ayla Stewart Wife With A Purpose,Don't give up on dieting,975,Ayla Stewart Wife With A Purpose,1,Ayla Stewart Wife With A Purpose,Alt-right
951,Alt-right,Ayla Stewart Wife With A Purpose,Don't give up on dieting,975,ABC Science,1,,
952,Alt-right,Ayla Stewart Wife With A Purpose,Don't give up on dieting,975,Jimmy Carr,1,,
953,Alt-right,Ayla Stewart Wife With A Purpose,Don't give up on dieting,975,UC Davis Health,1,,
954,Alt-right,Ayla Stewart Wife With A Purpose,Don't give up on dieting,975,Caty Culp,1,,
955,Alt-right,Ayla Stewart Wife With A Purpose,Don't give up on dieting,975,Radoslav Detchev,1,,
956,Alt-right,Ayla Stewart Wife With A Purpose,Don't give up on dieting,975,Rachel Sharp,1,,
957,Alt-right,Ayla Stewart Wife With A Purpose,Don't give up on dieting,975,Stanford Health Care,1,,
958,Alt-right,Ayla Stewart Wife With A Purpose,Don't give up on dieting,975,Low Carb Down Under,1,,
959,Alt-right,Ayla Stewart Wife With A Purpose,Don't give up on dieting,975,EdMylett,1,,
960,Alt-right,Black Pigeon Speaks,Sweden: Censorship Good ✔ Patriarchy Bad ✘,137488,Black Pigeon Speaks,1,Black Pigeon Speaks,Alt-right
961,Alt-right,Black Pigeon Speaks,Sweden: Censorship Good ✔ Patriarchy Bad ✘,137488,Skavlan,1,Skavlan,
962,Alt-right,Black Pigeon Speaks,Sweden: Censorship Good ✔ Patriarchy Bad ✘,137488,HooverInstitution,3,HooverInstitution,Libertarian
963,Alt-right,Black Pigeon Speaks,Sweden: Censorship Good ✔ Patriarchy Bad ✘,137488,KOMO News,1,,
964,Alt-right,Black Pigeon Speaks,Sweden: Censorship Good ✔ Patriarchy Bad ✘,137488,Gabriel Iglesias,1,,
965,Alt-right,Black Pigeon Speaks,Sweden: Censorship Good ✔ Patriarchy Bad ✘,137488,Studio 10,1,,
966,Alt-right,Black Pigeon Speaks,Sweden: Censorship Good ✔ Patriarchy Bad ✘,137488,Jimmy Carr,1,,
967,Alt-right,Black Pigeon Speaks,Sweden: Censorship Good ✔ Patriarchy Bad ✘,137488,Jordan B Peterson,1,Jordan B Peterson,IDW
968,Alt-right,thkelly67,Powers and Principalities: Episode 48,6339,thkelly67,1,thkelly67,Alt-right
969,Alt-right,thkelly67,Powers and Principalities: Episode 48,6339,HooverInstitution,3,HooverInstitution,Libertarian
970,Alt-right,thkelly67,Powers and Principalities: Episode 48,6339,Moyers & Company,2,,
971,Alt-right,thkelly67,Powers and Principalities: Episode 48,6339,Jordan B Peterson,1,Jordan B Peterson,IDW
972,Alt-right,thkelly67,Powers and Principalities: Episode 48,6339,ANU TV,1,,
973,Alt-right,thkelly67,Powers and Principalities: Episode 48,6339,Jimmy Carr,1,,
974,Alt-right,thkelly67,Powers and Principalities: Episode 48,6339,NCASVideo,1,,
975,Alt-right,Stefan Molyneux,STEFAN MOLYNEUX vs DEMON HORDES! DOOM ETERNAL PART 10!,13258,Stefan Molyneux,1,Stefan Molyneux,Alt-right
976,Alt-right,Stefan Molyneux,STEFAN MOLYNEUX vs DEMON HORDES! DOOM ETERNAL PART 10!,13258,Jordan B Peterson,1,Jordan B Peterson,IDW
977,Alt-right,Stefan Molyneux,STEFAN MOLYNEUX vs DEMON HORDES! DOOM ETERNAL PART 10!,13258,Jimmy Carr,1,,
978,Alt-right,Stefan Molyneux,STEFAN MOLYNEUX vs DEMON HORDES! DOOM ETERNAL PART 10!,13258,HooverInstitution,3,HooverInstitution,Libertarian
979,Alt-right,Stefan Molyneux,STEFAN MOLYNEUX vs DEMON HORDES! DOOM ETERNAL PART 10!,13258,Skavlan,1,Skavlan,
980,Alt-right,Stefan Molyneux,STEFAN MOLYNEUX vs DEMON HORDES! DOOM ETERNAL PART 10!,13258,ANU TV,1,,
981,Alt-right,Stefan Molyneux,STEFAN MOLYNEUX vs DEMON HORDES! DOOM ETERNAL PART 10!,13258,How To Academy,1,,
982,Alt-right,Stefan Molyneux,STEFAN MOLYNEUX vs DEMON HORDES! DOOM ETERNAL PART 10!,13258,British GQ,1,,
983,Alt-right,No White Guilt,(through their curtain) Introducing to the White Positive Sphere my Book It’s a Comedy Dammit!,1002,No White Guilt,1,No White Guilt,Alt-right
984,Alt-right,No White Guilt,(through their curtain) Introducing to the White Positive Sphere my Book It’s a Comedy Dammit!,1002,The Late Show with Stephen Colbert,1,The Late Show with Stephen Colbert,Partisan Left
985,Alt-right,No White Guilt,(through their curtain) Introducing to the White Positive Sphere my Book It’s a Comedy Dammit!,1002,Gabriel Iglesias,1,,
986,Alt-right,No White Guilt,(through their curtain) Introducing to the White Positive Sphere my Book It’s a Comedy Dammit!,1002,Studio 10,1,,
987,Alt-right,No White Guilt,(through their curtain) Introducing to the White Positive Sphere my Book It’s a Comedy Dammit!,1002,Jordan B Peterson,1,Jordan B Peterson,IDW
988,Alt-right,No White Guilt,(through their curtain) Introducing to the White Positive Sphere my Book It’s a Comedy Dammit!,1002,Skavlan,1,Skavlan,
989,Alt-right,No White Guilt,(through their curtain) Introducing to the White Positive Sphere my Book It’s a Comedy Dammit!,1002,HooverInstitution,2,HooverInstitution,Libertarian
990,Alt-right,No White Guilt,(through their curtain) Introducing to the White Positive Sphere my Book It’s a Comedy Dammit!,1002,Steubenville Conferences,1,,
991,Alt-right,No White Guilt,(through their curtain) Introducing to the White Positive Sphere my Book It’s a Comedy Dammit!,1002,Jimmy Carr,1,,
992,Alt-right,Cato's Speech,Alpine Fortitude,69199,Cato's Speech,5,Cato's Speech,Alt-right
993,Alt-right,Cato's Speech,Alpine Fortitude,69199,YouTube,1,,
994,Alt-right,Cato's Speech,Alpine Fortitude,69199,Mauzer,1,,
995,Alt-right,Cato's Speech,Alpine Fortitude,69199,M;H,1,,
996,Alt-right,Cato's Speech,Alpine Fortitude,69199,valkoru,1,,
997,Alt-right,Cato's Speech,Alpine Fortitude,69199,PahaMuumiJumala,1,,
998,Alt-right,Mark Collett,Support Independent Content Creators,6045,Mark Collett,1,Mark Collett,Alt-right
999,Alt-right,Mark Collett,Support Independent Content Creators,6045,Skavlan,1,Skavlan,
1000,Alt-right,Mark Collett,Support Independent Content Creators,6045,BBC Newsnight,1,BBC Newsnight,
1001,Alt-right,Mark Collett,Support Independent Content Creators,6045,Studio 10,1,,
1002,Alt-right,Mark Collett,Support Independent Content Creators,6045,HooverInstitution,1,HooverInstitution,Libertarian
1003,Alt-right,Mark Collett,Support Independent Content Creators,6045,Jordan B Peterson,1,Jordan B Peterson,IDW
1004,Alt-right,Mark Collett,Support Independent Content Creators,6045,Steubenville Conferences,1,,
1005,Alt-right,Mark Collett,Support Independent Content Creators,6045,Jimmy Carr,1,,
1006,Alt-right,Mark Collett,Support Independent Content Creators,6045,abcqanda,1,,
1007,Alt-right,Mark Collett,Support Independent Content Creators,6045,Cyber Investing Summit,1,,
1008,Alt-right,Black Pigeon Speaks,Rumors of Japan's Imminent Demise Have Been Greatly Exaggerated,177320,Black Pigeon Speaks,1,Black Pigeon Speaks,Alt-right
1009,Alt-right,Black Pigeon Speaks,Rumors of Japan's Imminent Demise Have Been Greatly Exaggerated,177320,HooverInstitution,4,HooverInstitution,Libertarian
1010,Alt-right,Black Pigeon Speaks,Rumors of Japan's Imminent Demise Have Been Greatly Exaggerated,177320,British GQ,1,,
1011,Alt-right,Black Pigeon Speaks,Rumors of Japan's Imminent Demise Have Been Greatly Exaggerated,177320,Skavlan,1,Skavlan,
1012,Alt-right,Black Pigeon Speaks,Rumors of Japan's Imminent Demise Have Been Greatly Exaggerated,177320,The New School,1,,
1013,Alt-right,Black Pigeon Speaks,Rumors of Japan's Imminent Demise Have Been Greatly Exaggerated,177320,Moyers & Company,1,,
1014,Alt-right,Black Pigeon Speaks,Rumors of Japan's Imminent Demise Have Been Greatly Exaggerated,177320,Jordan B Peterson,1,Jordan B Peterson,IDW
1015,Alt-right,MillionDollarExtreme2,"august 20th, happy b day Nick Rochefort, 38 years young and still kickin'",4710,MillionDollarExtreme2,1,MillionDollarExtreme2,Alt-right
1016,Alt-right,MillionDollarExtreme2,"august 20th, happy b day Nick Rochefort, 38 years young and still kickin'",4710,WatchTheDaily,1,,
1017,Alt-right,MillionDollarExtreme2,"august 20th, happy b day Nick Rochefort, 38 years young and still kickin'",4710,Jimmy Carr,1,,
1018,Alt-right,MillionDollarExtreme2,"august 20th, happy b day Nick Rochefort, 38 years young and still kickin'",4710,Skavlan,1,Skavlan,
1019,Alt-right,MillionDollarExtreme2,"august 20th, happy b day Nick Rochefort, 38 years young and still kickin'",4710,HooverInstitution,2,HooverInstitution,Libertarian
1020,Alt-right,MillionDollarExtreme2,"august 20th, happy b day Nick Rochefort, 38 years young and still kickin'",4710,Studio 10,1,,
1021,Alt-right,MillionDollarExtreme2,"august 20th, happy b day Nick Rochefort, 38 years young and still kickin'",4710,Jordan B Peterson,1,Jordan B Peterson,IDW
1022,Alt-right,MillionDollarExtreme2,"august 20th, happy b day Nick Rochefort, 38 years young and still kickin'",4710,Bret Weinstein,1,Bret Weinstein,IDW
1023,Alt-right,MillionDollarExtreme2,"august 20th, happy b day Nick Rochefort, 38 years young and still kickin'",4710,VICE,1,VICE,Social Justice
1024,Alt-right,No White Guilt,Going Free | No White Guilt | The Antiwhite Personality Type | Oratorical Combat Training | EuroMix?,4240,No White Guilt,1,No White Guilt,Alt-right
1025,Alt-right,No White Guilt,Going Free | No White Guilt | The Antiwhite Personality Type | Oratorical Combat Training | EuroMix?,4240,HooverInstitution,3,HooverInstitution,Libertarian
1026,Alt-right,No White Guilt,Going Free | No White Guilt | The Antiwhite Personality Type | Oratorical Combat Training | EuroMix?,4240,Jordan B Peterson,1,Jordan B Peterson,IDW
1027,Alt-right,No White Guilt,Going Free | No White Guilt | The Antiwhite Personality Type | Oratorical Combat Training | EuroMix?,4240,Jimmy Carr,1,,
1028,Alt-right,No White Guilt,Going Free | No White Guilt | The Antiwhite Personality Type | Oratorical Combat Training | EuroMix?,4240,The New School,1,,
1029,Alt-right,No White Guilt,Going Free | No White Guilt | The Antiwhite Personality Type | Oratorical Combat Training | EuroMix?,4240,Bret Weinstein,1,Bret Weinstein,IDW
1030,Alt-right,No White Guilt,Going Free | No White Guilt | The Antiwhite Personality Type | Oratorical Combat Training | EuroMix?,4240,The Late Show with Stephen Colbert,1,The Late Show with Stephen Colbert,Partisan Left
1031,Alt-right,No White Guilt,Going Free | No White Guilt | The Antiwhite Personality Type | Oratorical Combat Training | EuroMix?,4240,University of Notre Dame,1,,
1032,Alt-right,NPI / RADIX,The McSpencer Group: Are The Jews Smart?,21984,NPI / RADIX,1,NPI / RADIX,Alt-right
1033,Alt-right,NPI / RADIX,The McSpencer Group: Are The Jews Smart?,21984,The New School,1,,
1034,Alt-right,NPI / RADIX,The McSpencer Group: Are The Jews Smart?,21984,HooverInstitution,4,HooverInstitution,Libertarian
1035,Alt-right,NPI / RADIX,The McSpencer Group: Are The Jews Smart?,21984,Jordan B Peterson,1,Jordan B Peterson,IDW
1036,Alt-right,NPI / RADIX,The McSpencer Group: Are The Jews Smart?,21984,Skavlan,1,Skavlan,
1037,Alt-right,NPI / RADIX,The McSpencer Group: Are The Jews Smart?,21984,British GQ,1,,
1038,Alt-right,NPI / RADIX,The McSpencer Group: Are The Jews Smart?,21984,TVO Docs,1,TVO Docs,Social Justice
1039,Alt-right,Stefan Molyneux,Stefan Molyneux vs Jay Dyer: The Purpose of Philosophy,45947,Stefan Molyneux,1,Stefan Molyneux,Alt-right
1040,Alt-right,Stefan Molyneux,Stefan Molyneux vs Jay Dyer: The Purpose of Philosophy,45947,Jordan B Peterson,1,Jordan B Peterson,IDW
1041,Alt-right,Stefan Molyneux,Stefan Molyneux vs Jay Dyer: The Purpose of Philosophy,45947,University of Notre Dame,1,,
1042,Alt-right,Stefan Molyneux,Stefan Molyneux vs Jay Dyer: The Purpose of Philosophy,45947,The New School,1,,
1043,Alt-right,Stefan Molyneux,Stefan Molyneux vs Jay Dyer: The Purpose of Philosophy,45947,HooverInstitution,3,HooverInstitution,Libertarian
1044,Alt-right,Stefan Molyneux,Stefan Molyneux vs Jay Dyer: The Purpose of Philosophy,45947,How To Academy,1,,
1045,Alt-right,Stefan Molyneux,Stefan Molyneux vs Jay Dyer: The Purpose of Philosophy,45947,Skavlan,1,Skavlan,
1046,Alt-right,Stefan Molyneux,Stefan Molyneux vs Jay Dyer: The Purpose of Philosophy,45947,TVO Docs,1,TVO Docs,Social Justice
1047,Alt-right,Blonde in the Belly of the Beast,Feminine Characteristics and Career Incompatibility,40553,Blonde in the Belly of the Beast,1,Blonde in the Belly of the Beast,Alt-right
1048,Alt-right,Blonde in the Belly of the Beast,Feminine Characteristics and Career Incompatibility,40553,HooverInstitution,2,HooverInstitution,Libertarian
1049,Alt-right,Blonde in the Belly of the Beast,Feminine Characteristics and Career Incompatibility,40553,ANU TV,1,,
1050,Alt-right,Blonde in the Belly of the Beast,Feminine Characteristics and Career Incompatibility,40553,Jordan B Peterson,1,Jordan B Peterson,IDW
1051,Alt-right,Blonde in the Belly of the Beast,Feminine Characteristics and Career Incompatibility,40553,Skavlan,1,Skavlan,
1052,Alt-right,Blonde in the Belly of the Beast,Feminine Characteristics and Career Incompatibility,40553,Origin Of Everything,1,,
1053,Alt-right,Blonde in the Belly of the Beast,Feminine Characteristics and Career Incompatibility,40553,John Anderson,1,,
1054,Alt-right,Blonde in the Belly of the Beast,Feminine Characteristics and Career Incompatibility,40553,WatchTheDaily,1,,
1055,Alt-right,Blonde in the Belly of the Beast,Feminine Characteristics and Career Incompatibility,40553,Jimmy Carr,1,,
1056,Alt-right,Stefan Molyneux,Your house is a prison. Your borders are WIDE OPEN!,31760,Stefan Molyneux,1,Stefan Molyneux,Alt-right
1057,Alt-right,Stefan Molyneux,Your house is a prison. Your borders are WIDE OPEN!,31760,ANU TV,1,,
1058,Alt-right,Stefan Molyneux,Your house is a prison. Your borders are WIDE OPEN!,31760,HooverInstitution,3,HooverInstitution,Libertarian
1059,Alt-right,Stefan Molyneux,Your house is a prison. Your borders are WIDE OPEN!,31760,Jordan B Peterson,1,Jordan B Peterson,IDW
1060,Alt-right,Stefan Molyneux,Your house is a prison. Your borders are WIDE OPEN!,31760,Jimmy Carr,1,,
1061,Alt-right,Stefan Molyneux,Your house is a prison. Your borders are WIDE OPEN!,31760,Gabriel Iglesias,1,,
1062,Alt-right,Stefan Molyneux,Your house is a prison. Your borders are WIDE OPEN!,31760,Bret Weinstein,1,Bret Weinstein,IDW
1063,Alt-right,Stefan Molyneux,Your house is a prison. Your borders are WIDE OPEN!,31760,Nigel Farage,1,,
1064,Alt-right,Lauren Southern,"ACCORDING TO ""SCIENCE"" - Don't Have Kids?",512817,Lauren Southern,1,Lauren Southern,Alt-right
1065,Alt-right,Lauren Southern,"ACCORDING TO ""SCIENCE"" - Don't Have Kids?",512817,Skavlan,1,Skavlan,
1066,Alt-right,Lauren Southern,"ACCORDING TO ""SCIENCE"" - Don't Have Kids?",512817,TheEllenShow,1,,
1067,Alt-right,Lauren Southern,"ACCORDING TO ""SCIENCE"" - Don't Have Kids?",512817,HooverInstitution,2,HooverInstitution,Libertarian
1068,Alt-right,Lauren Southern,"ACCORDING TO ""SCIENCE"" - Don't Have Kids?",512817,Studio 10,1,,
1069,Alt-right,Lauren Southern,"ACCORDING TO ""SCIENCE"" - Don't Have Kids?",512817,Jimmy Carr,1,,
1070,Alt-right,Lauren Southern,"ACCORDING TO ""SCIENCE"" - Don't Have Kids?",512817,British GQ,1,,
1071,Alt-right,Lauren Southern,"ACCORDING TO ""SCIENCE"" - Don't Have Kids?",512817,Vox,1,Vox,Social Justice
1072,Alt-right,Lauren Southern,"ACCORDING TO ""SCIENCE"" - Don't Have Kids?",512817,Jordan B Peterson,1,Jordan B Peterson,IDW
1073,Alt-right,ramzpaul,Predictions for 2020 and beyond,12852,ramzpaul,1,ramzpaul,Alt-right
1074,Alt-right,ramzpaul,Predictions for 2020 and beyond,12852,HooverInstitution,4,HooverInstitution,Libertarian
1075,Alt-right,ramzpaul,Predictions for 2020 and beyond,12852,The New School,1,,
1076,Alt-right,ramzpaul,Predictions for 2020 and beyond,12852,Jordan B Peterson,1,Jordan B Peterson,IDW
