,Category,Current Channel,Current Video,Current Views,Next Channel,Count,CHANNEL_TITLE,IDEOLOGY
1077,Alt-right,ramzpaul,Predictions for 2020 and beyond,12852,ANU TV,1,,
1078,Alt-right,ramzpaul,Predictions for 2020 and beyond,12852,Jimmy Carr,1,,
1079,Alt-right,ramzpaul,Predictions for 2020 and beyond,12852,University of Notre Dame,1,,
1080,Alt-right,Cato's Speech,Victoria,129237,Cato's Speech,2,Cato's Speech,Alt-right
1081,Alt-right,Cato's Speech,Victoria,129237,loukl,1,,
1082,Alt-right,Cato's Speech,Victoria,129237,YouTube,1,,
1083,Alt-right,Cato's Speech,Victoria,129237,40K and Gaming Tributes,1,,
1084,Alt-right,Cato's Speech,Victoria,129237,WumpscutFan,1,,
1085,Alt-right,Cato's Speech,Victoria,129237,Drakreyo,1,,
1086,Alt-right,Cato's Speech,Victoria,129237,Mauzer,1,,
1087,Alt-right,Cato's Speech,Victoria,129237,Efkarpiotis,1,,
1088,Alt-right,Cato's Speech,Victoria,129237,Elessar Music,1,,
1089,Alt-right,Mark Collett,Twitter Hates White People - the Tale of Sarah Jeong,19758,Mark Collett,1,Mark Collett,Alt-right
1090,Alt-right,Mark Collett,Twitter Hates White People - the Tale of Sarah Jeong,19758,Skavlan,1,Skavlan,
1091,Alt-right,Mark Collett,Twitter Hates White People - the Tale of Sarah Jeong,19758,HooverInstitution,3,HooverInstitution,Libertarian
1092,Alt-right,Mark Collett,Twitter Hates White People - the Tale of Sarah Jeong,19758,British GQ,1,,
1093,Alt-right,Mark Collett,Twitter Hates White People - the Tale of Sarah Jeong,19758,ANU TV,1,,
1094,Alt-right,Mark Collett,Twitter Hates White People - the Tale of Sarah Jeong,19758,Jordan B Peterson,1,Jordan B Peterson,IDW
1095,Alt-right,Mark Collett,Twitter Hates White People - the Tale of Sarah Jeong,19758,CNN,1,CNN,Partisan Left
1096,Alt-right,Mark Collett,Twitter Hates White People - the Tale of Sarah Jeong,19758,Jimmy Carr,1,,
1097,Alt-right,Survive the Jive,The Seafarer - Ezra Pound Translation of Old English Anglo-Saxon Poem,14315,Survive the Jive,2,Survive the Jive,Alt-right
1098,Alt-right,Survive the Jive,The Seafarer - Ezra Pound Translation of Old English Anglo-Saxon Poem,14315,NativLang,1,,
1099,Alt-right,Survive the Jive,The Seafarer - Ezra Pound Translation of Old English Anglo-Saxon Poem,14315,American Museum of Natural History,1,,
1100,Alt-right,Survive the Jive,The Seafarer - Ezra Pound Translation of Old English Anglo-Saxon Poem,14315,YaleCourses,1,,
1101,Alt-right,Survive the Jive,The Seafarer - Ezra Pound Translation of Old English Anglo-Saxon Poem,14315,Epic History TV,1,,
1102,Alt-right,Survive the Jive,The Seafarer - Ezra Pound Translation of Old English Anglo-Saxon Poem,14315,The British Museum,1,,
1103,Alt-right,Survive the Jive,The Seafarer - Ezra Pound Translation of Old English Anglo-Saxon Poem,14315,RealLifeLore,1,,
1104,Alt-right,Survive the Jive,The Seafarer - Ezra Pound Translation of Old English Anglo-Saxon Poem,14315,USArmyWarCollege,1,,
1105,Alt-right,Survive the Jive,The Seafarer - Ezra Pound Translation of Old English Anglo-Saxon Poem,14315,NCASVideo,1,,
1106,Alt-right,Brittany Sellner,Media Calls For China Style Censorship,15949,Brittany Sellner,1,Brittany Sellner,Alt-right
1107,Alt-right,Brittany Sellner,Media Calls For China Style Censorship,15949,Skavlan,1,Skavlan,
1108,Alt-right,Brittany Sellner,Media Calls For China Style Censorship,15949,Moyers & Company,2,,
1109,Alt-right,Brittany Sellner,Media Calls For China Style Censorship,15949,WatchTheDaily,1,,
1110,Alt-right,Brittany Sellner,Media Calls For China Style Censorship,15949,HooverInstitution,1,HooverInstitution,Libertarian
1111,Alt-right,Brittany Sellner,Media Calls For China Style Censorship,15949,Fox News,1,Fox News,Partisan Right
1112,Alt-right,Brittany Sellner,Media Calls For China Style Censorship,15949,KOMO News,1,,
1113,Alt-right,Brittany Sellner,Media Calls For China Style Censorship,15949,YaleCourses,1,,
1114,Alt-right,Brittany Sellner,Media Calls For China Style Censorship,15949,British GQ,1,,
1115,Alt-right,Laura Towler,Shoutout to the Overton Window Shifters!,40021,Laura Towler,1,Laura Towler,Alt-right
1116,Alt-right,Laura Towler,Shoutout to the Overton Window Shifters!,40021,WatchTheDaily,1,,
1117,Alt-right,Laura Towler,Shoutout to the Overton Window Shifters!,40021,HooverInstitution,1,HooverInstitution,Libertarian
1118,Alt-right,Laura Towler,Shoutout to the Overton Window Shifters!,40021,Moyers & Company,2,,
1119,Alt-right,Laura Towler,Shoutout to the Overton Window Shifters!,40021,Skavlan,1,Skavlan,
1120,Alt-right,Laura Towler,Shoutout to the Overton Window Shifters!,40021,Jocko Podcast,1,,
1121,Alt-right,Laura Towler,Shoutout to the Overton Window Shifters!,40021,YaleCourses,1,,
1122,Alt-right,Laura Towler,Shoutout to the Overton Window Shifters!,40021,Celebrity Radio by Alex Belfield,1,,
1123,Alt-right,Laura Towler,Shoutout to the Overton Window Shifters!,40021,abcqanda,1,,
1124,Alt-right,Survive the Jive,Animals and birds in Old English,3948,Survive the Jive,1,Survive the Jive,Alt-right
1125,Alt-right,Survive the Jive,Animals and birds in Old English,3948,The Virtual Linguistics Campus,1,,
1126,Alt-right,Survive the Jive,Animals and birds in Old English,3948,Tech Insider,1,,
1127,Alt-right,Survive the Jive,Animals and birds in Old English,3948,Origin Of Everything,1,,
1128,Alt-right,Survive the Jive,Animals and birds in Old English,3948,NativLang,1,,
1129,Alt-right,Survive the Jive,Animals and birds in Old English,3948,American Museum of Natural History,1,,
1130,Alt-right,Survive the Jive,Animals and birds in Old English,3948,YaleCourses,1,,
1131,Alt-right,Survive the Jive,Animals and birds in Old English,3948,NCASVideo,1,,
1132,Alt-right,Survive the Jive,Animals and birds in Old English,3948,Maurice Baker,1,,
1133,Alt-right,Survive the Jive,Animals and birds in Old English,3948,Josh Tyra,1,,
1134,Alt-right,On The Offensive,The Nazis Are Taking Over! (Imperium Review),18929,On The Offensive,1,On The Offensive,Alt-right
1135,Alt-right,On The Offensive,The Nazis Are Taking Over! (Imperium Review),18929,Moyers & Company,1,,
1136,Alt-right,On The Offensive,The Nazis Are Taking Over! (Imperium Review),18929,YaleCourses,1,,
1137,Alt-right,On The Offensive,The Nazis Are Taking Over! (Imperium Review),18929,HooverInstitution,2,HooverInstitution,Libertarian
1138,Alt-right,On The Offensive,The Nazis Are Taking Over! (Imperium Review),18929,Jordan B Peterson,1,Jordan B Peterson,IDW
1139,Alt-right,On The Offensive,The Nazis Are Taking Over! (Imperium Review),18929,Jimmy Carr,1,,
1140,Alt-right,On The Offensive,The Nazis Are Taking Over! (Imperium Review),18929,kermodeandmayo,1,,
1141,Alt-right,On The Offensive,The Nazis Are Taking Over! (Imperium Review),18929,Movieclips Trailers,1,,
1142,Alt-right,On The Offensive,The Nazis Are Taking Over! (Imperium Review),18929,ANU TV,1,,
1143,Alt-right,Black Pigeon Speaks,Modern IDENTITY LEFTISM WILL EAT ITSELF,270265,Black Pigeon Speaks,1,Black Pigeon Speaks,Alt-right
1144,Alt-right,Black Pigeon Speaks,Modern IDENTITY LEFTISM WILL EAT ITSELF,270265,HooverInstitution,3,HooverInstitution,Libertarian
1145,Alt-right,Black Pigeon Speaks,Modern IDENTITY LEFTISM WILL EAT ITSELF,270265,ANU TV,1,,
1146,Alt-right,Black Pigeon Speaks,Modern IDENTITY LEFTISM WILL EAT ITSELF,270265,Moyers & Company,1,,
1147,Alt-right,Black Pigeon Speaks,Modern IDENTITY LEFTISM WILL EAT ITSELF,270265,Jimmy Carr,1,,
1148,Alt-right,Black Pigeon Speaks,Modern IDENTITY LEFTISM WILL EAT ITSELF,270265,Skavlan,1,Skavlan,
1149,Alt-right,Black Pigeon Speaks,Modern IDENTITY LEFTISM WILL EAT ITSELF,270265,Jordan B Peterson,1,Jordan B Peterson,IDW
1150,Alt-right,Black Pigeon Speaks,Modern IDENTITY LEFTISM WILL EAT ITSELF,270265,Liberty University,1,,
1151,Alt-right,Millennial Woes,"AMA Clip: communes, spreading the movement",2503,Millennial Woes,1,Millennial Woes,Alt-right
1152,Alt-right,Millennial Woes,"AMA Clip: communes, spreading the movement",2503,Novara Media,1,,
1153,Alt-right,Millennial Woes,"AMA Clip: communes, spreading the movement",2503,Moyers & Company,2,,
1154,Alt-right,Millennial Woes,"AMA Clip: communes, spreading the movement",2503,HooverInstitution,3,HooverInstitution,Libertarian
1155,Alt-right,Millennial Woes,"AMA Clip: communes, spreading the movement",2503,Jordan B Peterson,1,Jordan B Peterson,IDW
1156,Alt-right,Millennial Woes,"AMA Clip: communes, spreading the movement",2503,YaleCourses,1,,
1157,Alt-right,Millennial Woes,"AMA Clip: communes, spreading the movement",2503,Skavlan,1,Skavlan,
1158,Alt-right,Oppressed Media,"""Hungary will not be a country of migrants"" - Viktor Orban's scathing address to European Parliament",295953,Oppressed Media,1,Oppressed Media,Alt-right
1159,Alt-right,Oppressed Media,"""Hungary will not be a country of migrants"" - Viktor Orban's scathing address to European Parliament",295953,euronews (in English),2,,
1160,Alt-right,Oppressed Media,"""Hungary will not be a country of migrants"" - Viktor Orban's scathing address to European Parliament",295953,ITV News,1,,
1161,Alt-right,Oppressed Media,"""Hungary will not be a country of migrants"" - Viktor Orban's scathing address to European Parliament",295953,British GQ,1,,
1162,Alt-right,Oppressed Media,"""Hungary will not be a country of migrants"" - Viktor Orban's scathing address to European Parliament",295953,EURACTIV,2,,
1163,Alt-right,Oppressed Media,"""Hungary will not be a country of migrants"" - Viktor Orban's scathing address to European Parliament",295953,Moyers & Company,1,,
1164,Alt-right,Oppressed Media,"""Hungary will not be a country of migrants"" - Viktor Orban's scathing address to European Parliament",295953,Studio 10,1,,
1165,Alt-right,Oppressed Media,"""Hungary will not be a country of migrants"" - Viktor Orban's scathing address to European Parliament",295953,HooverInstitution,1,HooverInstitution,Libertarian
1166,Alt-right,Black Pilled,Invasive Species,158948,Black Pilled,1,Black Pilled,Alt-right
1167,Alt-right,Black Pilled,Invasive Species,158948,HooverInstitution,4,HooverInstitution,Libertarian
1168,Alt-right,Black Pilled,Invasive Species,158948,WatchTheDaily,1,,
1169,Alt-right,Black Pilled,Invasive Species,158948,Jordan B Peterson,1,Jordan B Peterson,IDW
1170,Alt-right,Black Pilled,Invasive Species,158948,VICE News,1,VICE News,Social Justice
1171,Alt-right,Black Pilled,Invasive Species,158948,TEDx Talks,1,TEDx Talks,
1172,Alt-right,Black Pilled,Invasive Species,158948,Skavlan,1,Skavlan,
1173,Alt-right,thkelly67,Powers and Principalities: Episode 77,5213,thkelly67,3,thkelly67,Alt-right
1174,Alt-right,thkelly67,Powers and Principalities: Episode 77,5213,HooverInstitution,3,HooverInstitution,Libertarian
1175,Alt-right,thkelly67,Powers and Principalities: Episode 77,5213,Moyers & Company,1,,
1176,Alt-right,thkelly67,Powers and Principalities: Episode 77,5213,Talks at Google,1,,
1177,Alt-right,thkelly67,Powers and Principalities: Episode 77,5213,Jordan B Peterson,1,Jordan B Peterson,IDW
1178,Alt-right,thkelly67,Powers and Principalities: Episode 77,5213,Jimmy Carr,1,,
1179,Alt-right,NPI / RADIX,Crunch Time For Immigration Restriction,9832,NPI / RADIX,1,NPI / RADIX,Alt-right
1180,Alt-right,NPI / RADIX,Crunch Time For Immigration Restriction,9832,ANU TV,1,,
1181,Alt-right,NPI / RADIX,Crunch Time For Immigration Restriction,9832,HooverInstitution,5,HooverInstitution,Libertarian
1182,Alt-right,NPI / RADIX,Crunch Time For Immigration Restriction,9832,Jordan B Peterson,1,Jordan B Peterson,IDW
1183,Alt-right,NPI / RADIX,Crunch Time For Immigration Restriction,9832,Skavlan,1,Skavlan,
1184,Alt-right,NPI / RADIX,Crunch Time For Immigration Restriction,9832,John Anderson,1,,
1185,Alt-right,AustralianRealist,"ADL File on Jared Taylor ""Intellectualized White Supremacy""",4484,AustralianRealist,1,AustralianRealist,Alt-right
1186,Alt-right,AustralianRealist,"ADL File on Jared Taylor ""Intellectualized White Supremacy""",4484,HooverInstitution,3,HooverInstitution,Libertarian
1187,Alt-right,AustralianRealist,"ADL File on Jared Taylor ""Intellectualized White Supremacy""",4484,ANU TV,1,,
1188,Alt-right,AustralianRealist,"ADL File on Jared Taylor ""Intellectualized White Supremacy""",4484,Jordan B Peterson,1,Jordan B Peterson,IDW
1189,Alt-right,AustralianRealist,"ADL File on Jared Taylor ""Intellectualized White Supremacy""",4484,CBC News: The National,1,,
1190,Alt-right,AustralianRealist,"ADL File on Jared Taylor ""Intellectualized White Supremacy""",4484,CBS News,1,CBS News,
1191,Alt-right,AustralianRealist,"ADL File on Jared Taylor ""Intellectualized White Supremacy""",4484,YaleCourses,1,,
1192,Alt-right,AustralianRealist,"ADL File on Jared Taylor ""Intellectualized White Supremacy""",4484,Skavlan,1,Skavlan,
1193,Alt-right,MillionDollarExtreme2,ferrari hassle,18705,MillionDollarExtreme2,1,MillionDollarExtreme2,Alt-right
1194,Alt-right,MillionDollarExtreme2,ferrari hassle,18705,THE DRIVE,2,,
1195,Alt-right,MillionDollarExtreme2,ferrari hassle,18705,987FM,1,,
1196,Alt-right,MillionDollarExtreme2,ferrari hassle,18705,Chris Harris on Cars,1,,
1197,Alt-right,MillionDollarExtreme2,ferrari hassle,18705,Doug DeMuro,1,,
1198,Alt-right,MillionDollarExtreme2,ferrari hassle,18705,Fifth Gear,2,,
1199,Alt-right,MillionDollarExtreme2,ferrari hassle,18705,Niki Motorsport,1,,
1200,Alt-right,MillionDollarExtreme2,ferrari hassle,18705,Jimmy Carr,1,,
1201,Alt-right,Lauren Southern,Millennials are Being Set Up for Loneliness,719149,Lauren Southern,1,Lauren Southern,Alt-right
1202,Alt-right,Lauren Southern,Millennials are Being Set Up for Loneliness,719149,Mashable,1,,
1203,Alt-right,Lauren Southern,Millennials are Being Set Up for Loneliness,719149,HooverInstitution,2,HooverInstitution,Libertarian
1204,Alt-right,Lauren Southern,Millennials are Being Set Up for Loneliness,719149,Dream Reach Media,1,,
1205,Alt-right,Lauren Southern,Millennials are Being Set Up for Loneliness,719149,British GQ,1,,
1206,Alt-right,Lauren Southern,Millennials are Being Set Up for Loneliness,719149,Skavlan,1,Skavlan,
1207,Alt-right,Lauren Southern,Millennials are Being Set Up for Loneliness,719149,Jordan B Peterson,1,Jordan B Peterson,IDW
1208,Alt-right,Lauren Southern,Millennials are Being Set Up for Loneliness,719149,Studio 10,1,,
1209,Alt-right,Lauren Southern,Millennials are Being Set Up for Loneliness,719149,abcqanda,1,,
1210,Alt-right,Brittany Sellner,Girl Pours Bleach On Men To Stop Man-Spreading,47172,Brittany Sellner,1,Brittany Sellner,Alt-right
1211,Alt-right,Brittany Sellner,Girl Pours Bleach On Men To Stop Man-Spreading,47172,WatchTheDaily,1,,
1212,Alt-right,Brittany Sellner,Girl Pours Bleach On Men To Stop Man-Spreading,47172,NBC News,1,NBC News,Partisan Left
1213,Alt-right,Brittany Sellner,Girl Pours Bleach On Men To Stop Man-Spreading,47172,Skavlan,1,Skavlan,
1214,Alt-right,Brittany Sellner,Girl Pours Bleach On Men To Stop Man-Spreading,47172,Jimmy Carr,1,,
1215,Alt-right,Brittany Sellner,Girl Pours Bleach On Men To Stop Man-Spreading,47172,British GQ,1,,
1216,Alt-right,Brittany Sellner,Girl Pours Bleach On Men To Stop Man-Spreading,47172,Studio 10,1,,
1217,Alt-right,Brittany Sellner,Girl Pours Bleach On Men To Stop Man-Spreading,47172,Jordan B Peterson,1,Jordan B Peterson,IDW
1218,Alt-right,Brittany Sellner,Girl Pours Bleach On Men To Stop Man-Spreading,47172,Gabriel Iglesias,1,,
1219,Alt-right,Brittany Sellner,Girl Pours Bleach On Men To Stop Man-Spreading,47172,HooverInstitution,1,HooverInstitution,Libertarian
1220,Alt-right,AustralianRealist,Race/ Gender Denying Liberals Should Not Go Into Social Sciences,20446,AustralianRealist,1,AustralianRealist,Alt-right
1221,Alt-right,AustralianRealist,Race/ Gender Denying Liberals Should Not Go Into Social Sciences,20446,PBS NewsHour,1,PBS NewsHour,
1222,Alt-right,AustralianRealist,Race/ Gender Denying Liberals Should Not Go Into Social Sciences,20446,Skavlan,1,Skavlan,
1223,Alt-right,AustralianRealist,Race/ Gender Denying Liberals Should Not Go Into Social Sciences,20446,The Agenda with Steve Paikin,1,The Agenda with Steve Paikin,
1224,Alt-right,AustralianRealist,Race/ Gender Denying Liberals Should Not Go Into Social Sciences,20446,Gravitahn,2,Gravitahn,IDW
1225,Alt-right,AustralianRealist,Race/ Gender Denying Liberals Should Not Go Into Social Sciences,20446,HooverInstitution,1,HooverInstitution,Libertarian
1226,Alt-right,AustralianRealist,Race/ Gender Denying Liberals Should Not Go Into Social Sciences,20446,The Newsmakers,1,,
1227,Alt-right,AustralianRealist,Race/ Gender Denying Liberals Should Not Go Into Social Sciences,20446,British GQ,1,,
1228,Alt-right,AustralianRealist,Race/ Gender Denying Liberals Should Not Go Into Social Sciences,20446,Jordan B Peterson,1,Jordan B Peterson,IDW
1229,Alt-right,thkelly67,Kevin Barrett on the Y#i$h Power Paradigm,8014,thkelly67,1,thkelly67,Alt-right
1230,Alt-right,thkelly67,Kevin Barrett on the Y#i$h Power Paradigm,8014,Jordan B Peterson,1,Jordan B Peterson,IDW
1231,Alt-right,thkelly67,Kevin Barrett on the Y#i$h Power Paradigm,8014,ANU TV,1,,
1232,Alt-right,thkelly67,Kevin Barrett on the Y#i$h Power Paradigm,8014,HooverInstitution,3,HooverInstitution,Libertarian
1233,Alt-right,thkelly67,Kevin Barrett on the Y#i$h Power Paradigm,8014,Moyers & Company,1,,
1234,Alt-right,thkelly67,Kevin Barrett on the Y#i$h Power Paradigm,8014,British GQ,1,,
1235,Alt-right,thkelly67,Kevin Barrett on the Y#i$h Power Paradigm,8014,Jimmy Carr,1,,
1236,Alt-right,thkelly67,Kevin Barrett on the Y#i$h Power Paradigm,8014,YaleCourses,1,,
1237,Alt-right,On The Offensive,OTO Interviews: The Iconoclast,14778,On The Offensive,1,On The Offensive,Alt-right
1238,Alt-right,On The Offensive,OTO Interviews: The Iconoclast,14778,British GQ,1,,
1239,Alt-right,On The Offensive,OTO Interviews: The Iconoclast,14778,YaleCourses,1,,
1240,Alt-right,On The Offensive,OTO Interviews: The Iconoclast,14778,Jimmy Carr,1,,
1241,Alt-right,On The Offensive,OTO Interviews: The Iconoclast,14778,Gabriel Iglesias,1,,
1242,Alt-right,On The Offensive,OTO Interviews: The Iconoclast,14778,Jocko Podcast,1,,
1243,Alt-right,On The Offensive,OTO Interviews: The Iconoclast,14778,Brown University,1,,
1244,Alt-right,On The Offensive,OTO Interviews: The Iconoclast,14778,Al Jazeera English,1,Al Jazeera English,
1245,Alt-right,On The Offensive,OTO Interviews: The Iconoclast,14778,John Anderson,1,,
1246,Alt-right,On The Offensive,OTO Interviews: The Iconoclast,14778,Eckhart Tolle,1,,
1247,Alt-right,On The Offensive,Why Haiti Is Poor? (And Why The Left Lie About It),71146,On The Offensive,1,On The Offensive,Alt-right
1248,Alt-right,On The Offensive,Why Haiti Is Poor? (And Why The Left Lie About It),71146,ANU TV,1,,
1249,Alt-right,On The Offensive,Why Haiti Is Poor? (And Why The Left Lie About It),71146,HooverInstitution,2,HooverInstitution,Libertarian
1250,Alt-right,On The Offensive,Why Haiti Is Poor? (And Why The Left Lie About It),71146,Moyers & Company,1,,
1251,Alt-right,On The Offensive,Why Haiti Is Poor? (And Why The Left Lie About It),71146,Harvard Kennedy School's Institute of Politics,1,,
1252,Alt-right,On The Offensive,Why Haiti Is Poor? (And Why The Left Lie About It),71146,CBC News: The National,1,,
1253,Alt-right,On The Offensive,Why Haiti Is Poor? (And Why The Left Lie About It),71146,Jimmy Carr,1,,
1254,Alt-right,On The Offensive,Why Haiti Is Poor? (And Why The Left Lie About It),71146,John Anderson,1,,
